OrderID,CustomerID,CustomerName,Age,City,Product,Category,Quantity,Amount,OrderDate,PaymentMethod,OrderMonth,OrderYear,TotalAmount
O10232,C115,Kavya,19.0,Visakhapatnam,Keyboard,Electronics,2,2378.45,2026-08-31,Debit Card,8,2026,4756.9
O10233,C153,Pranav,57.0,Visakhapatnam,Printer,Electronics,2,25071.13,2026-02-22,UPI,2,2026,50142.26
O10234,C162,Pranav,42.0,Rajahmundry,Keyboard,Electronics,5,12836.83,2026-03-25,Credit Card,3,2026,64184.15
O10235,C134,Anjali,48.0,Nellore,Tablet,Electronics,5,20868.46,2026-04-01,Credit Card,4,2026,104342.29999999999
O10236,C139,Sita,31.0,Visakhapatnam,Headphones,Electronics,5,18260.7,2026-08-30,Debit Card,8,2026,91303.5
O10237,C136,Sita,25.0,Tirupati,Tablet,Electronics,3,33849.01,2026-08-28,Cash,8,2026,101547.03
O10238,C111,Ravi,46.0,Kakinada,Webcam,Electronics,2,17781.93,2026-03-15,Cash,3,2026,35563.86
O10239,C172,Sita,26.0,Vijayawada,Monitor,Electronics,2,49763.13,2026-03-11,Credit Card,3,2026,99526.26
O10240,C129,Kavya,21.0,Vijayawada,Monitor,Electronics,1,40355.12,2026-05-16,Cash,5,2026,40355.12
O10241,C118,Rahul,53.0,Guntur,Webcam,Electronics,4,6482.42,2026-07-17,Cash,7,2026,25929.68
O10242,C137,Ravi,36.0,Hyderabad,Tablet,Electronics,4,39207.05,2026-07-13,UPI,7,2026,156828.2
O10243,C105,Arjun,44.0,Guntur,Desk,Furniture,2,32341.56,2026-07-05,UPI,7,2026,64683.12
O10244,C138,Rahul,18.0,Kakinada,Printer,Electronics,4,11585.54,2026-07-11,UPI,7,2026,46342.16
O10245,C170,Pranav,49.0,Guntur,Webcam,Electronics,3,27533.77,2026-06-14,Cash,6,2026,82601.31
O10246,C121,Vani,59.0,Kakinada,Headphones,Electronics,2,48624.43,2026-03-26,Credit Card,3,2026,97248.86
O10247,C125,Arjun,57.0,Tirupati,Laptop,Electronics,3,47550.68,2026-05-26,Cash,5,2026,142652.04
O10248,C113,Arjun,26.0,Visakhapatnam,Office Chair,Furniture,3,5660.9,2026-06-21,Debit Card,6,2026,16982.699999999997
O10249,C158,Sita,39.0,Kakinada,Monitor,Electronics,1,16016.72,2026-03-02,UPI,3,2026,16016.72
O10250,C116,Vani,37.0,Guntur,Headphones,Electronics,3,41719.73,2026-01-16,Cash,1,2026,125159.19
